place_id,selected_photo_index,selected_photo_path,photo_needs_placeholder,notes
6b0db420-ede1-474c-a3f7-01e33e188367,3,scraped_photos/6b0db420-ede1-474c-a3f7-01e33e188367_3.webp,False,
a0d8ffa1-8c0a-4d2f-98a9-de31d6b8dfa6,1,scraped_photos/a0d8ffa1-8c0a-4d2f-98a9-de31d6b8dfa6.webp,False,
08ef01ca-bfa1-428c-a27a-1a5a9e674c7a,2,scraped_photos/08ef01ca-bfa1-428c-a27a-1a5a9e674c7a_2.webp,False,faces_in_photo_1; timestamp_in_photo_2
fd127995-2ec2-4330-a9c3-1af37b8d6c5a,2,scraped_photos/fd127995-2ec2-4330-a9c3-1af37b8d6c5a_2.webp,False,timestamp_in_photo_2
45779733-441f-4d96-a225-6afadbb3606c,2,scraped_photos/45779733-441f-4d96-a225-6afadbb3606c_2.webp,False,
22c55e45-dde7-4110-a20f-7011e8ba2450,,,True,all_photos_have_faces; faces_in_photo_1_2
801d8406-bb2a-4576-8e61-db26b8a1a82d,2,scraped_photos/801d8406-bb2a-4576-8e61-db26b8a1a82d_2.webp,False,timestamp_in_photo_3
cf7fcb84-d6ae-4c8e-b293-91df25535685,2,scraped_photos/cf7fcb84-d6ae-4c8e-b293-91df25535685_2.webp,False,
0d1cc479-3515-4364-a00f-f440870a0579,1,scraped_photos/0d1cc479-3515-4364-a00f-f440870a0579.webp,False,faces_in_photo_2
fdb1b0b7-9765-4001-ac7e-83a4a86828b1,2,scraped_photos/fdb1b0b7-9765-4001-ac7e-83a4a86828b1_2.webp,False,faces_in_photo_1
10ed5501-ba4c-466e-8585-cc1528a31d53,2,scraped_photos/10ed5501-ba4c-466e-8585-cc1528a31d53_2.webp,False,
2ae22364-ca74-4c64-bb4c-8be7a00faaaa,1,scraped_photos/2ae22364-ca74-4c64-bb4c-8be7a00faaaa.webp,False,
aac3e701-e34e-4f67-82a2-d3f8e586e845,2,scraped_photos/aac3e701-e34e-4f67-82a2-d3f8e586e845_2.webp,False,
f709a6a5-e77c-4d42-b9eb-86acb7ee8598,2,scraped_photos/f709a6a5-e77c-4d42-b9eb-86acb7ee8598_2.webp,False,faces_in_photo_1_3
b895b5fd-cede-447c-acab-9ebbdde8a5fd,3,scraped_photos/b895b5fd-cede-447c-acab-9ebbdde8a5fd_3.webp,False,timestamp_in_photo_1
66f4df23-2ed1-4668-a5cc-15d05fe101a0,1,scraped_photos/66f4df23-2ed1-4668-a5cc-15d05fe101a0.webp,False,timestamp_in_photo_2
7402e5ae-f42e-4382-aeec-12b8db333ad3,1,scraped_photos/7402e5ae-f42e-4382-aeec-12b8db333ad3.webp,False,
b8d319b1-79b0-4dcc-8fbf-cf9861055577,3,scraped_photos/b8d319b1-79b0-4dcc-8fbf-cf9861055577_3.webp,False,faces_in_photo_1
b4d4797a-c9cd-46b0-98fd-650d6980f277,2,scraped_photos/b4d4797a-c9cd-46b0-98fd-650d6980f277_2.webp,False,faces_in_photo_1
e30c6e8c-2d7d-4636-b7a5-d62565b499fe,3,scraped_photos/e30c6e8c-2d7d-4636-b7a5-d62565b499fe_3.webp,False,timestamp_in_photo_1_2
69063798-1ba5-439e-a5ea-bfbd37af0e87,2,scraped_photos/69063798-1ba5-439e-a5ea-bfbd37af0e87_2.webp,False,
f88f0fae-24a4-4c0f-bd91-77faf589f56e,1,scraped_photos/f88f0fae-24a4-4c0f-bd91-77faf589f56e.webp,False,
628b084b-1b92-40ab-96af-396386f2ec14,2,scraped_photos/628b084b-1b92-40ab-96af-396386f2ec14_2.webp,False,
965a7254-a8de-436e-be9f-1d9e9ff15dd3,1,scraped_photos/965a7254-a8de-436e-be9f-1d9e9ff15dd3.webp,False,
6eedb229-b7ad-408d-9712-7e34800ae50a,1,scraped_photos/6eedb229-b7ad-408d-9712-7e34800ae50a.webp,False,timestamp_in_photo_2
92e703bc-0677-417f-ad62-22a2b06d32a3,2,scraped_photos/92e703bc-0677-417f-ad62-22a2b06d32a3_2.webp,False,
762a4759-1e23-4add-ba44-a4c89dea6dcc,2,scraped_photos/762a4759-1e23-4add-ba44-a4c89dea6dcc_2.webp,False,
b4605fc2-ccd6-47d2-a6ff-fbeb5ea21501,2,scraped_photos/b4605fc2-ccd6-47d2-a6ff-fbeb5ea21501_2.webp,False,timestamp_in_photo_1
60d37cdf-1511-473e-baeb-f8092771b116,2,scraped_photos/60d37cdf-1511-473e-baeb-f8092771b116_2.webp,False,
cb4ed5b9-03f0-4d55-80c0-092afe260b0d,1,scraped_photos/cb4ed5b9-03f0-4d55-80c0-092afe260b0d.webp,False,
88d2ccc5-e846-4de7-855e-6a049d46fcba,3,scraped_photos/88d2ccc5-e846-4de7-855e-6a049d46fcba_3.webp,False,timestamp_in_photo_1
403f6c5b-b017-4c25-8086-45733e915b3a,3,scraped_photos/403f6c5b-b017-4c25-8086-45733e915b3a_3.webp,False,
4173f335-5052-4144-9d0a-8d3736519968,2,scraped_photos/4173f335-5052-4144-9d0a-8d3736519968_2.webp,False,timestamp_in_photo_1
d8a73095-9039-4a78-be1f-4065df72a8e2,2,scraped_photos/d8a73095-9039-4a78-be1f-4065df72a8e2_2.webp,False,timestamp_in_photo_1
63c351de-24ef-4e53-b1ea-3e17ecd9342f,2,scraped_photos/63c351de-24ef-4e53-b1ea-3e17ecd9342f_2.webp,False,faces_in_photo_1
48e159c0-c2bc-4786-9406-47172e1a0318,1,scraped_photos/48e159c0-c2bc-4786-9406-47172e1a0318.webp,False,
d1763239-f420-4778-b289-4bf48cc8a9b7,3,scraped_photos/d1763239-f420-4778-b289-4bf48cc8a9b7_3.webp,False,
1f0e8e07-1f49-4b96-a363-796c7de60250,2,scraped_photos/1f0e8e07-1f49-4b96-a363-796c7de60250_2.webp,False,timestamp_in_photo_1_3
a2bca973-2ef8-4eca-8d9e-4edb00c097c0,2,scraped_photos/a2bca973-2ef8-4eca-8d9e-4edb00c097c0_2.webp,False,timestamp_in_photo_3
12cebb99-b95d-4f8c-9cf0-16124d9cd417,1,scraped_photos/12cebb99-b95d-4f8c-9cf0-16124d9cd417.webp,False,
da84014f-ddae-4e11-85b5-3b688d294767,1,scraped_photos/da84014f-ddae-4e11-85b5-3b688d294767.webp,False,faces_in_photo_2
183251f6-84c9-40cf-9267-cd2f8ea79240,2,scraped_photos/183251f6-84c9-40cf-9267-cd2f8ea79240_2.webp,False,
683aa059-f285-430d-a421-4ab250cd4461,3,scraped_photos/683aa059-f285-430d-a421-4ab250cd4461_3.webp,False,timestamp_in_photo_2
28e961d6-ac91-456e-a1a2-3761d6a4a3c6,2,scraped_photos/28e961d6-ac91-456e-a1a2-3761d6a4a3c6_2.webp,False,
